번호,수어 표제어 번호,수형설명,한국어 대응표현,결합정보,대/중 분류
9164,21612,"5지를 접고 나머지 손가락을 펴서 손바닥이 왼쪽으로 향하게 세운 오른손의 1지 옆면을 턱 중앙에 댄 다음, 왼손을 손바닥이 위로 향하게 손가락을 벌려 약간 구부리고, 그 위에서 오른손을 손바닥이 아래로 향하게 손가락을 벌려 약간 구부려 동시에 손목을 안으로 구부리며 당긴다.",실질 소득,,전문용어 수어 > 경제
9165,21619,"손등이 위로 손끝이 밖으로 향하게 편 오른손을 어깨 앞에서 손끝이 아래로 기울게 하며 내리고, 손등이 위로 향하게 쥔 오른 주먹을 돌리며 1지를 튕겨 펴서 등이 밖으로 향하게 세운다.",악재,,전문용어 수어 > 경제
9166,21625,"오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔든 다음, 손바닥이 밖으로 향하게 세운 왼 손바닥에 오른손의 손가락 끝 바닥을 두 번 대고, 위로 향하게 편 왼 손바닥 위쪽에 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 놓고 동시에 상하로 흔든다.",액면 가치,,전문용어 수어 > 경제
9167,21630,"두 주먹의 4지를 펴서 구부려 서로 건 다음, 오른 주먹의 손가락 등으로 가슴으로 향하게 비스듬히 세운 왼 손바닥을 치고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 상하로 가볍게 두 번 흔든다.",약정 가격,,전문용어 수어 > 경제
9168,21637,"두 주먹의 4지를 펴서 구부려 서로 건 다음, 두 손의 손가락을 깍지 끼었다가 오른손만 약간 아래로 젖히고, 손바닥이 위로 향하게 편 두 손의 손바닥을 가슴 앞에서 교차하게 하였다가 양옆으로 벌린다.",어음 교환,어음+ 교환,전문용어 수어 > 경제
9169,21646,"손가락을 약간 구부린 두 손을 마주 보게 하여 동시에 밖으로 크게 돌리고, 두 손을 손등이 밖으로 향하게 세워 약간씩 밖으로 내밀며 양옆으로 벌린 다음, 손등이 밖으로 손끝이 위로 향하게 하여 약간 구부려 벌린 왼 손등에 같은 모양의 오른 손바닥을 댔다가 밖으로 내민다.",엑스포,,전문용어 수어 > 경제
9170,23135,"손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만든 다음, 4지를 펴서 끝이 위로 바닥이 밖으로 향하게 세우고, 손등이 안으로 향하게 세워 쥔 오른 주먹의 1·2지를 구부리고, 오른 주먹의 1·2·3지를 펴서 벌려 끝이 왼쪽으로 등이 밖으로 향하게 한 다음, 4지를 펴서 끝이 위로 바닥이 밖으로 향하게 세우고, 오른 주먹의 1·2·3·5지를 펴서 등이 밖으로 끝이 아래로 향하게 세운 다음, 1지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1·2·3지를 펴서 벌려 끝이 왼쪽으로 등이 밖으로 향하게 한 다음, 1지를 펴서 끝이 왼쪽으로 향하게 모로 세우고, 손끝이 밖으로 향하게 모로 세운 오른손으로 왼 손바닥을 스쳐 낸다.",암리차르 노선,,전문용어 수어 > 정치
9171,23140,"오른손의 5지 등을 머리 오른쪽에 대면서 1·2·3·4지를 5지 바닥에 모아 댄 다음, 두 손의 손끝 등을 마주 댔다가, 손끝이 밖으로 향하게 벌리고, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직인 다음, 오른 주먹의 1지를 펴서 끝 바닥을 오른쪽 관자놀이에 대고, 손끝이 아래로 향하게 편 오른손의 손가락 바닥으로, 수평으로 올린 왼손의 4지 옆면을 왼쪽에서 오른쪽으로 두 번 스쳐 낸다.",야만 정책,,전문용어 수어 > 정치
9172,23144,"오른 손바닥을 머리 앞에 댔다가, 주먹을 쥐고 5지를 펴서 세워 밖으로 내민 다음, 오른 주먹의 1·2지를 펴서 벌려 바닥이 밖으로 향하게 세우고, 약간 구부린 두 손을 양 어깨에 올려놓은 다음, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직인다.",양두 정치,양두(우두머리+ 둘)+ 정치,전문용어 수어 > 정치
9173,23151,"오른손의 5지 끝을 1지 끝 바닥에 대고 손등이 오른쪽으로 2·3·4지 끝이 위로 향하게 세운 다음, 오른손의 5지를 접고 1·2·3·4지를 펴서 끝이 위로 바닥이 밖으로 향하게 세우고, 오른 주먹의 4지를 펴서 끝이 위로 바닥이 밖으로 향하게 세운다.",에프비아이,,전문용어 수어 > 정치
9174,23156,"두 주먹의 4지를 펴서 등이 밖으로 향하게 세워 두 번 마주 댔다 떼고, 약간 구부린 두 손을 양 어깨에 올려놓은 다음, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직이고, 두 주먹의 1지를 펴서 끝이 마주 보게 하여 반원을 그리며 밖으로 내민 다음, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 한다.",여성 참정권,여성+ 참정권(정치+ 참여+ 권리),전문용어 수어 > 정치
9175,23164,"두 주먹의 1지를 펴서 구부려 연결하여 오른쪽으로 돌린 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 오른 주먹의 1·2지를 펴서 반쯤 구부려 벌려 끝이 두 눈으로 향하게 하여 왼쪽으로 두 바퀴 돌리고, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.","연방 수사국,에프비아이",연방+ 수사+ 국(곳),전문용어 수어 > 정치
9176,23178,"두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린 다음, 손끝이 밖으로 손바닥이 위로 향하게 편 두 손을 전후로 엇갈리게 두 번 움직이고, 약간 구부린 두 손을 양쪽 어깨에 올려놓은 다음, 왼손을 펴서 손바닥이 아래로 향하게 하고, 오른 주먹의 5지를 펴서 세워 왼 손바닥 밑을 스쳐 밖으로 내밀고, 두 손의 손가락을 약간 구부려 마주보게 세워 전후로 약간 흔든 다음, 손등이 밖으로 향하게 펴서 손가락을 약간 구부린 두 팔을 ‘X’자로 댔다가 주먹을 쥐며 당겨 두 손목이 ‘X’자로 닿게 한다.",영사 조약,영사+ 조약,전문용어 수어 > 정치
9177,23186,"오른 주먹의 손목 등을 코에 대고 돌린 다음, 손가락을 펴고 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔들고, 오른 주먹의 1·2지를 펴서 반쯤 구부려 벌려 끝이 두 눈으로 향하게 하여 왼쪽으로 두 바퀴 돌린 다음, 두 주먹의 1·5지를 펴서 5지를 1지 옆면에 붙이고 끝이 밖으로 바닥이 위로 향하게 하여 전후로 엇갈리게 움직인다.",예산 사정,,전문용어 수어 > 정치
9178,23192,"오른손의 1·5지 끝을 맞대고 나머지 손가락을 벌려 바닥이 밖으로 향하게 세운 다음, 오른 주먹의 1지를 펴서 끝이 위로 등이 밖으로 향하게 세우고, 손등이 안으로 향하게 세운 오른손의 1·2·3·4·5지를 반쯤 굽힌 다음, 1지를 펴서 끝이 왼쪽으로 향하게 모로 세우고, 1·5지를 펴서 1지 끝이 왼쪽으로 손등이 밖으로 향하게 하고, 손등이 안으로 향하게 세운 오른손의 1·2·3·4·5지를 반쯤 굽힌 다음, 1지를 펴서 끝이 왼쪽으로 향하게 모로 세우고, 오른 주먹의 1·2·3지를 펴서 벌려 끝이 왼쪽으로 손등이 밖으로 향하게 한 다음, 1지를 펴서 바닥이 밖으로 향하게 세우고, 손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만든 다음, 4지를 펴서 끝이 위로 바닥이 밖으로 향하게 세우고, 손등이 안으로 향하게 세워 쥔 오른 주먹의 1·2지를 구부린 다음, 1지를 펴서 바닥이 왼쪽으로 끝이 밖으로 향하게 하고, 오른 주먹의 1·2·3지를 펴서 벌려 끝이 왼쪽으로 등이 밖으로 향하게 한 다음, 4지를 펴서 끝이 위로 바닥이 밖으로 향하게 세운다.",오픈 프라이머리,,전문용어 수어 > 정치
9179,23197,"손등이 위로 향하게 편 왼손의 2지 옆면을, 오른손의 1·5지 끝으로 스쳐 올리며 주먹을 쥐고 5지를 펴서 왼 손등에 세운 다음, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 하고, 왼 주먹을 1·2지를 펴서 벌려 끝이 오른쪽으로 향하게 모로 세우고, 그 아래에서 오른손을 안으로 올리며 주먹을 쥐고 5지를 펴서 세워 왼손의 1지 윗면에 올려놓고, 오른손을 펴서 손바닥이 위로 손끝이 밖으로 향하게 하여 밖으로 내밀고, 오른 주먹의 1지를 펴서 입 주위를 한 바퀴 돌린 다음, 손바닥이 왼쪽으로 향하게 펴서 세운 오른 팔꿈치를 왼 손바닥으로 받치고 전후로 두 번 흔든다.",왕권신수설,,전문용어 수어 > 정치
9180,23203,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 1지를 펴서 등이 위로 끝이 전후로 마주 보게 하여 접근시켰다가 벌리는 동작을 두 번 반복하고, 오른 주먹의 1지를 펴서 세워 입술에 댔다가 밖으로 약간 올리며 내민 다음, 반쯤 구부린 오른손을 손끝이 위로 향하게 하여, 손바닥이 위로 향하게 편 왼 손바닥에 두 번 댔다 뗀다.",외교 교서,,전문용어 수어 > 정치
9181,23210,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 1지를 펴서 등이 위로 향하게 하고 끝이 전후로 마주 보게 하여 접근시켰다가 벌리는 동작을 두 번 반복하고, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직인 다음, 오른 주먹의 1지를 펴서 끝 바닥을 오른쪽 관자놀이에 댄 다음, 손끝이 아래로 향하게 편 오른손의 손가락 바닥으로, 수평으로 올린 왼손의 4지 옆면을 왼쪽에서 오른쪽으로 두 번 스쳐 낸다.",외교 정책,,전문용어 수어 > 정치
9182,23224,"모로 세운 왼 주먹을 중심으로 2·3·5지 끝을 맞대고 손끝이 위로 손등이 오른쪽으로 향하게 세운 오른손을 돌린 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든다.",위성 국가,,전문용어 수어 > 정치
9183,23228,"손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만든 다음, 1·2지를 펴서 약간 벌려 끝이 아래로 등이 밖으로 향하게 세우고, 오른 주먹의 1·2·3지를 펴서 벌려 끝이 왼쪽으로 등이 밖으로 향하게 한 다음, 1지를 펴서 바닥이 왼쪽으로 끝이 밖으로 향하게 하고, 오른 주먹의 1지를 반쯤 굽히고 2·5지를 펴서 등이 밖으로, 끝이 아래로 향하게 세운 다음, 1지를 펴서 끝이 위로 등이 밖으로 향하게 세우고, 손등이 안으로 향하게 세워 쥔 오른 주먹의 1·2지를 구부린 다음, 1·2지를 펴서 약간 벌려 끝이 아래로 등이 밖으로 향하게 세우고, 오른 주먹의 1·5지를 펴서 1지 끝이 왼쪽으로 등이 밖으로 향하게 한 다음, 4지를 펴서 끝이 위로 바닥이 밖으로 향하게 세우고, 오른 주먹의 1·2·5지를 펴서 등이 밖으로 끝이 아래로 향하게 세운 다음, 1지를 펴서 끝이 왼쪽으로 향하게 모로 세우고, 손등이 안으로 향하게 세워 쥔 오른 주먹의 1·2지를 구부린다.",유러코뮤니즘,,전문용어 수어 > 정치
9184,23233,"손가락을 접고 손바닥이 밖으로 향하게 세운 오른손을 오른쪽으로 원을 그리며 이동하고, 두 주먹의 1지를 펴서 구부려 연결하여 오른쪽으로 돌린 다음, 두 손을 약간 구부려 마주 보게 하여 중앙으로 모은다.",유럽 연합,유럽+ 연합,전문용어 수어 > 정치
9185,17706,5지를 편 두 주먹의 바닥을 맞대고 5지 끝이 왼쪽으로 향하게 손목을 돌렸다가 오른손만 위로 올려 세운다.,영혼,죽음 몸에서 영혼이 빠져나감을 나타내는 동작,전문용어 수어 > 천주교
9186,18363,"손등이 위로 향한 두 손의 1·5지 끝을 맞대고 상하로 엇갈리게 올렸다 내린 다음, 손등이 위로 손끝이 오른쪽으로 향하게 편 왼 손바닥에, 그 오른쪽 아래에서 손바닥이 안으로 향하게 편 오른손의 손끝을 반원을 그리며 올려대고, 오른 주먹의 5지 끝에 1지의 끝을 댄다.",달란트,저울②+ 최고+ 지문자 'T',전문용어 수어 > 기독교
9187,21652,"오른손을, 손끝이 오른쪽 어깨 너머로 향하게 하였다가 내리며 손끝을 모아 왼 손바닥에 댄 다음, 오른손의 손등으로, 손등이 위로 향하게 쥔 왼 주먹 등을 밖에서 안으로 스쳐 들인다.",역수입,,전문용어 수어 > 경제
9188,21655,"손바닥이 위로 향하게 편 두 손을 양옆으로 붙였다 벌리는 동작을 두 번 반복한 다음, 두 주먹의 1·5지 끝을 상하로 맞댔다가 벌리고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 왼 손바닥 위쪽에 위치하게 하여 두 손을 동시에 안으로 당기며 오른손의 손목을 안으로 돌린다.",연공 임금,일+ 오래+ 임금(보수),전문용어 수어 > 경제
9189,21663,"오른손의 1‧5지 끝을 맞대어 동그라미를 만들어 입에 댔다가 안으로 기울여 내린 다음, 동그랗게 쥐고 모로 세운 왼 주먹의 1·5지 사이에 오른 주먹의 1지를 펴서 넣고, 두 손의 손끝을 마주 댔다가 안으로 원을 그리며 돌려 두 손목을 맞댄다.",영리 단체,,전문용어 수어 > 경제
9190,21668,"오른 주먹의 5지를 펴서 끝 바닥을 턱 밑에 대고 턱을 밀어 올리고, 두 주먹의 1·2지를 펴서 반쯤 구부려 어깨 위에서 전후로 엇갈리게 움직인다.",영세 기업,이익+ 목적+ 자본,전문용어 수어 > 경제
9191,21675,"두 손의 1·5지 끝을 맞대어 동그라미를 만들어 전후로 엇갈리게 움직인 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 맞댔다가 벌리는 동작을 두 번 반복하고, 왼손을 굽혀 손바닥이 밑으로 향하게 하고, 오른손의 1·5지 끝을 맞대어 왼손 밑으로 두 번 내민다.",영업 창구,,전문용어 수어 > 경제
9192,21680,"오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔든 다음, 왼 주먹의 1·2지를 펴서 등이 밖으로 향하게 모로 세우고, 그 밑에 오른 주먹의 1·2지를 펴서 등이 밖으로 향하게 세워 두 번 댔다 떼고, 오른 주먹을 오른쪽 어깨 앞에서 왼쪽으로 이동하면서 1·2·3·4지를 차례로 편다.","예금 계좌,계좌",예금+ 번호,전문용어 수어 > 경제
9193,21688,"오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔든 다음, 왼 주먹의 1·2지를 펴서 등이 밖으로 향하게 모로 세우고, 그 밑에 오른 주먹의 1·2지를 펴서 등이 밖으로 향하게 세워 두 번 댔다 떼고, 오른 주먹을 모로 세워 왼 손바닥을 치며 두 손을 약간 밖으로 내민 다음, 두 손을 펴서 손끝이 밖으로 향하게 하여 맞댔다가 손목을 양옆으로 돌려 편다.","예금 통장,저금통장",예금+ 통장,전문용어 수어 > 경제
9194,21695,"왼손을 펴서 손등이 위로 손끝이 오른쪽으로 향하게 하고, 그 밑에서 손가락이 위로 향하게 구부린 오른손을 안으로 당긴 다음, 손등이 밖으로 향하게 손가락을 약간 구부린 두 팔을 ‘X’자로 댔다가 주먹을 쥐며 당겨 두 손목이 ‘X’자로 닿게 하고, 오른 주먹의 1·2지를 펴서 바닥을 왼 손바닥에 대고 왼손으로 감싸 쥔 다음, 오른손의 1·2지를 밑으로 빼낸다.",예약 판매,예약+ 판매,전문용어 수어 > 경제
9195,21704,"오른 주먹의 1·2지를 펴서 바닥을 왼 손바닥에 대고 왼손으로 감싸 쥔 다음, 오른손의 1·2지를 밑으로 빼내고, 오른 주먹의 1지를 펴서 입 앞에 세웠다가 밖으로 약간 올리며 내민 다음, 손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹의 1지를 펴서 끝 바닥을 대고 동시에 내밀고, 두 손을, 1·5지 끝을 맞대어 동그라미를 만들어 가슴 앞에서 전후로 엇갈리게 움직인다(오퍼상).",오퍼상,,전문용어 수어 > 경제
9196,21709,"두 손을 손끝이 마주 보게 하였다가 원을 그리며 내려 왼손으로 오른손을 잡고, 오른 주먹의 1지를 펴서 끝이 아래로 향하게 하여 끝으로 명치 부위를 스쳐 올려 바닥이 안으로 향하게 세운 다음, 오른손을 가슴 앞에서 주먹을 쥐며 왼 손바닥에 내려놓는다.",완전 독점,,전문용어 수어 > 경제
9197,21713,"손바닥이 밖으로 향하게 편 왼 손등에 오른 손등을 두 번 댔다 뗀 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔들고, 주먹을 쥐고 세운 왼팔의 팔꿈치 밑에 오른 손등을 대고 손가락을 활짝 편 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 왼 손바닥으로 내린다.",외국 자본,,전문용어 수어 > 경제
9198,21719,"손바닥이 밖으로 향하게 편 왼 손등에 오른 손등을 두 번 댔다 뗀 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔들고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔들고, 두 주먹의 4지를 펴서 구부려 서로 건 다음, 두 손의 손가락을 깍지 끼었다가 오른손만 약간 아래로 젖히고, 두 손의 1·5지 끝을 맞대어 마주 보게 하여 동시에 상하로 움직인다.",외국환 은행,,전문용어 수어 > 경제
9199,21724,"오른 주먹의 1지를 펴서 끝이 밖으로 향하게 하여, 손끝이 오른쪽으로 향하게 모로 세운 왼손 안에서 밖으로 넘긴 다음, 왼 주먹의 5지를 펴서 세우고 5지가 오른손의 1·5지 사이로 나오게 오른손으로 왼손을 위에서부터 내려 덮고, 모로 세운 오른 주먹의 밑면으로 모로 세운 왼 주먹의 윗면을 두 번 두드린다.",외주,,전문용어 수어 > 경제
9200,15379,"오른손의 2·3·4·5지 끝을 맞대고 그 끝을 왼손의 손바닥에 대고 한 바퀴 돌린 다음, 반쯤 구부린 두 손의 손가락을 서로 끼우며 상하로 돌린다.",드라이브,디스크+기계,전문용어 수어 > 정보통신
9201,15385,"오른 주먹의 5지를 펴서 끝이 왼쪽으로 향하게 세운 다음, 오른손의 2·3·4·5지 끝을 맞대고 끝을 왼손의 손바닥에 대고 한 바퀴 돌린다.",디스켓,,전문용어 수어 > 정보통신
9202,15388,"오른손의 2·3·4·5지 끝을 맞대고 끝을 왼손의 손바닥에 대고 한 바퀴 돌린 다음, 두 손을 오른손이 위에 놓이게 하여 손바닥이 마주 보게 하였다가 오른손을 내리며 두 손을 오무려 맞댄다.",디스크 압축,,전문용어 수어 > 정보통신
9203,15392,오른손의 2·3·4·5지 끝을 맞대고 동그라미를 만들어 4지 옆면이 밖으로 1지 끝이 위로 향하게 하여 좌우로 움직인다.,디지털,,전문용어 수어 > 정보통신
9204,15396,"왼 주먹의 1·2지를 펴서 왼손을 1지 뒤에 2지 바닥을 대고 바닥이 밖으로 향하게 세운 다음, 오른손을 왼손 아래에서 손바닥이 아래로 향하게 벌렸다가 왼손으로 올리며 주먹을 쥐었다가 밖으로 내리며 손바닥이 아래로 향하게 편다.",라우터,,전문용어 수어 > 정보통신
9205,15399,"1·5지 끝을 맞대어 동그라미를 만든 두 주먹을 모로 세워 전후에서 접근시켜 맞댄 다음, 두 손을 벌려 왼손의 손등에 오른손의 손바닥을 ‘+’자로 대고 수평으로 한 바퀴 돌린다.",랜,,전문용어 수어 > 정보통신
9206,15403,"오른 주먹의 1지를 펴서 옆면으로 입술 밑을 오른쪽으로 스쳐 낸 다음, 왼 주먹을 손등이 왼쪽으로 손가락 등이 위로 향하게 가슴 앞에 두고 4지 밑면에 오른 주먹의 1지를 펴서 손등을 댔다가 밖으로 내밀고, 손바닥이 위로 손끝이 밖으로 향하게 편 오른손을, 손바닥이 아래로 손끝이 오른쪽으로 향하게 편 왼 손바닥 밑에서 밖으로 밀어내며 위로 올린 다음, 반쯤 구부린 두 손의 손가락을 서로 끼우며 상하로 돌린다.",레이저프린터,,전문용어 수어 > 정보통신
9207,15407,"오른 주먹의 1·5지를 펴서 끝이 왼쪽으로 향하게 하여 왼쪽 가슴에 1·5지 옆면이 닿게 댄 다음, 1·5지로 고리를 만들어 서로 끼운 두 손을 왼손은 밖으로 오른손은 안으로 당기며 벌린다.",로그오프,,전문용어 수어 > 정보통신
9208,15412,"왼 주먹의 5지를 펴서 세우고 5지가 오른손의 1·5지 사이로 나오게 오른손으로 왼손을 위에서 내려 덮는 동작을 왼쪽에서 한번 오른쪽에서 한번 한 다음, 약간 구부린 두 손의 손끝을 양쪽 가슴에 대고 동시에 상하로 두 번 움직인다.",롤플레잉 게임,맡기다+맡기다+게임,전문용어 수어 > 정보통신
9209,15423,오른 주먹 1지를 펴서 약간 구부려 끝이 아래로 향하게 하여 수평으로 한 바퀴 돌린다.,마우스,,전문용어 수어 > 정보통신
9210,15432,"두 손을 손바닥이 위로 향하게 하고 손끝이 마주보게 하여 양 옆에서 가운데로 모은 다음, 오른 주먹의 1·2지를 약간 구부려 끝이 두 눈으로 향하게 하여 왼쪽으로 두 바퀴 돌린다.",맞춤법 검사기,대조하는 동작+검사,전문용어 수어 > 정보통신
9211,15441,"손등이 밖으로 향하게 모로 세운 오른 주먹을 오른쪽 가슴 앞에서 내리며 손가락을 편 다음, 주먹을 쥐고 1·5지를 약간 구부려 끝이 밖으로 향하게 하여 눈 높이에서 왼쪽에서 오른쪽으로 이동한다.",메뉴 표시줄,메뉴+바,전문용어 수어 > 정보통신
9212,15448,"오른 주먹의 5지를 펴서 세워 약간 위로 올린 다음, 두 주먹의 1지를 펴서 네모를 그리고, 왼손을 벌려 손끝이 오른쪽으로 향하게 하고 손바닥이 위로 향하게 편 오른손을 왼손의 1․2지 사이와 2․3지 사이에 한 번씩 끼운다.",메인보드,,전문용어 수어 > 정보통신
9213,15453,두 주먹을 손등이 위로 향하게 하여 좌우에서 모으며 1지 옆면이 닿게 마주 댄다.,모뎀,연결을 나타내는 동작,전문용어 수어 > 정보통신
9214,17187,"오른 주먹의 5지를 펴서 끝 등으로 이마를 오른쪽에서 왼쪽으로 스쳐 낸 다음, 오른 주먹의 5지를 펴서 끝 바닥으로 배를 스쳐 내리며 5지 바닥이 보이도록 손목을 돌린다.",대자,,전문용어 수어 > 천주교
9215,17190,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동한 다음, 두 손을 약간 구부려 손끝을 양 어깨에 댔다가 손끝이 밖으로 향하게 돌려 상하로 흔든다.",대천사,,전문용어 수어 > 천주교
9216,17200,"오른 손끝을 약간 구부려 끝이 위로 향하게 하여 코밑까지 서서히 올리며 손끝을 모은 다음, 오른 주먹의 1·2지를 펴서 바닥을 입에 댔다 떼어, 5지를 펴서 바닥이 밖으로 향하게 세운 왼 주먹의 5지 바닥에 대고, 오른 주먹의 5지를 펴서 끝을 코 오른쪽에 댔다가 왼 손바닥에 내려 세운다.",독성죄,,전문용어 수어 > 천주교
9217,17203,"1·5지를 펴고 1지가 위로 향하게 쥔 두 주먹을 가슴 앞에서 동시에 위로 올린 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른 손을 가슴 앞에서 약간 내리다가 멈춘다.",동방,동(東)②+곳,전문용어 수어 > 천주교
9218,17209,"손끝이 오른쪽으로 향하게 모로 세운 왼 손바닥에 오른 주먹의 1지를 펴서 끝을 대고 밖으로 내민 다음, 반쯤 구부린 두 손을 배 앞에서 손가락 부분만 겹치게 포갰다가 동시에 밖으로 내민다.",동정잉태,동정+잉태,전문용어 수어 > 천주교
9219,17216,"오른 주먹의 5지를 펴서 반쯤 구부려 끝 바닥을 턱 중앙에 댄 다음, 오른 주먹을 1‧2‧3지를 펴서 바닥이 왼쪽으로 향하게 세워 입 앞에서 밖으로 내민다.",라틴어,,전문용어 수어 > 천주교
9220,17221,"왼 주먹의 1‧2‧3지를 펴서 손등이 밖으로 손끝이 오른쪽으로 향하게 하고, 그 오른쪽에서 오른 주먹의 5지 바닥으로 1지 옆면을 두 번 스쳐 내린다.",레지아,지문자'ㄹ'/묵주,전문용어 수어 > 천주교
9221,17233,"손등이 안으로 향하게 세워 쥔 오른 주먹의 1·2지를 구부린 다음, 손등이 위로 손끝이 밖으로 향하게 편 두 손의 손가락을 번갈아 움직이며 눈앞에서 내리고, 오른손을 손바닥이 위로 향하게 하여 두 번 입으로 올린다.",만나,지문자'ㅁ'+내리다³+먹다,전문용어 수어 > 천주교
9222,17241,손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹의 1․2지를 구부려 ‘+’ 모양을 그린다.,메시아,그리스도/지문자 'ㅁ'/십자가,전문용어 수어 > 천주교
9223,17248,"오른 주먹은 5지를 펴고, 왼손은 펴서 맞댔다가 손목을 양옆으로 돌려 편다.",모세오경,,전문용어 수어 > 천주교
9224,17253,"오른 손끝을 약간 구부려 끝이 위로 향하게 하여 코 밑까지 서서히 올리며 손끝을 모은 다음, 오른 주먹의 1지를 펴서 끝 바닥을 코 오른쪽에 댔다가 떼며 1지를 접고 4지를 펴서 세우고, 오른 주먹의 1·2지를 펴서 끝이 아래로 향하게 하여 왼 손바닥에 세워 위로 올린다.",몽소승천,,전문용어 수어 > 천주교
9225,17257,"오른 주먹의 1·2·3지를 펴서 바닥이 머리로 끝이 왼쪽으로 향하게 하여 머리 위에서 수평으로 한 바퀴 돌린 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1지를 펴서 끝이 왼 주먹의 5지 등으로 향하게 하여 좌우로 두 번 흔든 다음, 오른 주먹의 1지를 펴서 바닥이 밖으로 향하게 오른쪽 눈 옆에 세운다.",무류성,교황+가르치다+100점,전문용어 수어 > 천주교
9226,17264,"오른손의 5지 바닥으로 1지 옆면을 두 번 스쳐 내린 다음, 두 손을 손끝이 위로 향하게 맞댄다.",묵주기도,,전문용어 수어 > 천주교
9227,17268,"두 주먹을 5지를 펴서 맞대고 세워 위로 올린 다음, 손바닥이 아래로 손끝이 밖으로 향하게 펴서 벌린 왼 손가락 사이를 오른 손가락으로 두 번 스쳐 올린다.",미사보,미사+천,전문용어 수어 > 천주교
9228,17276,"두 주먹을 5지를 펴서 맞대고 세워 위로 올린 다음, 손가락을 모아 붙인 두 손의 손끝을 두 번 맞댄다.",미사통상문,,전문용어 수어 > 천주교
9229,17280,"두 주먹의 바닥을 오른쪽 가슴에 오른 주먹이 위에 놓이게 이어 댄 다음, 두 손을 약간 구부려 손끝을 양 어깨에 댔다가 손끝이 밖으로 향하게 돌려 상하로 흔든다.",미카엘,,전문용어 수어 > 천주교
9230,17285,"왼 주먹의 1․2지를 구부려 모로 세우고, 오른 주먹의 1지를 펴서 옆면으로 왼손의 1지 위를 두 번 두드린다.",밀알,지문자 'ㅁ'/보리,전문용어 수어 > 천주교
9231,18907,"손가락을 약간 구부린 두 손을 마주 보게 하여 동시에 밖으로 크게 돌린 다음, 오른 주먹의 5지를 펴서 세워 왼 손등에 힘주어 내려놓고, 손가락을 벌려 반쯤 구부리고 손등이 위로 향하게 편 두 손의 손가락 등을 두 번 부딪친 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",아마겟돈,세계+ 마지막+ 전쟁+ 터,전문용어 수어 > 기독교
